ITEM,ZONA,DESCRIÇÃO DO DOCUMENTO,DT-INICIO,DT-FIM,GUARDA,UNID. TEMPO,DESTINAÇÃO,QUANTIDADE,CONSERVAÇÃO,DESCRICAO,DT_PROC,EVENTO
949,9,OFICIO/SATEC/DRF/N 019/2015,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
950,9,Oficio n. 01/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
951,9,Oficio n. 02/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
952,9,Oficio n. 03/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
953,9,Oficio n. 04/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
954,9,Oficio n. 05/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
955,9,Oficio n. 06/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
956,9,Oficio n. 07/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
957,9,Oficio n. 08/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
958,9,Oficio n. 09/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
959,9,Oficio n. 10/CF,,2015,2,ano,Eliminação,4,Bom,Outro,30/05/2022,484647
960,9,Oficio n. 11/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
961,9,Oficio n. 012/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
962,9,OFÍCIO N. 13/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
963,9,Oficio n. 014 /CE,,2015,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
964,9,OFÍCIO N 16/CE,,2015,2,ano,Eliminação,6,Bom,Outro,30/05/2022,484647
965,9,Oficio n. 017/CE,,2015,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
966,9,Oficio n. 18/CE,,2015,2,ano,Eliminação,8,Bom,Outro,30/05/2022,484647
967,9,Oficio n.19/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
968,9,Oficio n. 20/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
969,9,Oficio n. 021/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
970,9,Oficio n. 022/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
971,9,Oficio n. 23/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
972,9,Oficio n. 24/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
973,9,Oficio n. 25/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
974,9,Ofício n. 26/CE,,2015,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
975,9,Ofício n 27/CE,,2015,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
976,9,Oficio n. 028/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
977,9,Oficio n. 029/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
978,9,Oficio n. 30/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
979,9,Oficio n. 31/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
980,9,Oficio n. 32/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
981,9,OFÍCIO N. 33/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
982,9,OFÍCIO N. 34/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
983,9,OFÍCIO N. 69/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
984,9,OFÍCIO N. 71/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
985,9,Oficio n. 73/2015/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
986,9,OFICIO N. 074/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
987,9,OFICIO N. 75/CE,,2015,2,ano,Eliminação,4,Bom,Outro,30/05/2022,484647
988,9,OFÍCIO N. 76/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
989,9,OFÍCIO N. 077/CE,,2015,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
990,9,OFICIO N. 078/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
991,9,OFICIO N. 079/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
992,9,Oficio n. 80/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
993,9,OFICIO N. 81/CE,,2015,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
994,9,OFÍCIO N. 083/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
995,9,OFÍCIO N. 084 /CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
996,9,OFÍCIO N. 086 /CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
997,9,OFÍCIO N 087/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
998,9,OFÍCIO N 92/CE.,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
999,9,OFÍCIO n. 093/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1000,9,OFICIO N. 094/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1001,9,OFÍCIO N. 95 /CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1002,9,OFÍCIO N. 96/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1003,9,OFÍCIO N. 97/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1004,9,OFÍCIO N. 098 /CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1005,9,OFÍCIO N. 099/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1006,9,OFÍCIO N. 0100/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1007,9,Oficio n. 102/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1008,9,OFÍCIO N 103/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1009,9,OFÍCIO N. 104/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1010,9,OFÍCIO N. 105/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1011,9,OFICIO N. 106/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1012,9,OFÍCIO N. 103CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1013,9,OFÍCIO N. 108/CE,,2015,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1014,9,OFICIO N. 109/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1015,9,OFÍCIO n. 111/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1016,9,OFÍCIO N. 112/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1017,9,OFÍCIO N. 114/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1018,9,OFÍCIO N. 115/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1019,9,OFÍCIO N. 116/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1020,9,OFÍCIO n. 117/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1021,9,OFÍCIO N. 118/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1022,9,OFÍCIO N. 120/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1023,9,OFÍCIO N. 121/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1024,9,OFICIO N. 122/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1025,9,OFÍCIO N. 124/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1026,9,OFICIO N. 125/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1027,9,OFÍCIO N. 127/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1028,9,OFÍCIO N. 128/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1029,9,OFÍCIO N. 129/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1030,9,OFICIO N. 130/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1031,9,OFICIO N.' 131/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1032,9,OFÍCIO N. 001/GABJU,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1033,9,OFÍCIO N. 001/GABJU,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1034,9,Oficio n. 01/GABJU,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1035,9,Oficio n. 02/GABJU,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1036,9,OFICIO N. 003/JE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1037,9,OFÍCIO N. 04/JE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1038,9,Ofício n. 05/GABJU,,2015,2,ano,Eliminação,4,Bom,Outro,30/05/2022,484647
1039,9,Oficio n. 06/ GABJU,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1040,9,OFÍCIO n. 07 /GABJU,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1041,9,OFÍCIO N. 08/GABJU,,2015,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1042,9,Oficio n. 09/ GABJU,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1043,9,Oficio n. 10/ GABJU,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1044,9,Oficio n. 11/2015/JE,,2015,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
1045,9,Oficio n. 12 /2015/JE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1046,9,Oficio n. 13/GABJU,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1047,9,Oficio n. 14 /2015/GABJU,,2015,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1048,9,Oficio n. 15 /2015/GABJU,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1049,9,OFÍCIO N. 017/GABJU,,2015,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
1050,9,Oficio n. 19/GABJU,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1051,9,Oficio n. 20/GABJU,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1052,9,Oficio n. /GABJU,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1053,9,OFÍCIO N. 24/GABJU,,2015,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1054,9,OFÍCIO N. 025/GABJU,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1055,9,Oficio n. 26/GABJU,,2015,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1056,9,Oficio n. 27 /2015/GABJU,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1057,9,OFÍCIO n. 29/GABJU,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1058,9,Oficio n. 31/GABJU,,2015,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1059,9,Oficio n. 32/GABJU,,2015,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
1060,9,OFÍCIO N. 34/GABJU,,2015,2,ano,Eliminação,6,Bom,Outro,30/05/2022,484647
1061,9,OFÍCIO N. 35/GABJU,,2015,2,ano,Eliminação,6,Bom,Outro,30/05/2022,484647
1062,9,Oficio n. 36/GABJU,,2015,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1063,9,Oficio n. 37/GABJU,,2015,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1064,9,OF/GABJU n. 38/2015,,2015,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1065,9,Oficio n. 42/GABJU,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1066,9,Ofício n. 43/GABJU,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1067,9,Oficio n. 44/GABJU,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1068,9,Oficio n. 45/GABJU,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1069,9,Oficio n. 46/GABJU,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1070,9,Oficio n. 47/GABJU,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1071,9,Oficio n. 48/GABJU,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1072,9,Oficio 49/GABJU,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1073,9,Oficio n. 50/GABJU,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1074,9,OFICIO N. 51/JE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1075,9,OFICIO N. 52/JE,,2015,2,ano,Eliminação,4,Bom,Outro,30/05/2022,484647
1076,9,Ofício n. 53/GABJU,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1077,9,OFÍCIO N.54/JE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1078,9,Oficio n0061/2015 - SR/DPF/AC,,2015,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
1079,9,OFÍCIO N. 132/CE,,2015,2,ano,Eliminação,4,Bom,Outro,30/05/2022,484647
1080,9,OF/607/2016/GAB-PGJ,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1081,9,PROCESSO N 954.2013.601.0006,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1082,9,OFICIO/ EMAC n. 024 /2016,,2016,2,ano,Eliminação,6,Bom,Outro,30/05/2022,484647
1083,9,OFICIO GAB PGE/ N 164/2016 (ADA 56-16-0000152),,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1084,9,OFÍCIO GAB PGE/ N 161/2016 (ADA 56-16-0000149),,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1085,9,OF/GAB/SMDGU.N.329/2016,,2016,2,ano,Eliminação,7,Bom,Outro,30/05/2022,484647
1086,9,OF/GABJU N. 309 – 1ªVara,,2016,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1087,9,Oficio/ n 001/2016,,2016,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1088,9,OF. N. 002/2016 ASJUIZ,,2016,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
1089,9,Oficio n. 2/2016 - ASJUIZ,,2016,2,ano,Eliminação,14,Bom,Outro,30/05/2022,484647
1090,9,Oficio n 2-S1/7 BEC EB: 0080532.00000289/2016-19,,2016,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1091,9,OF. N. 004/2016 ASJUIZ,,2016,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
1092,9,Oficio n6 / 2016 - PRESI/EJE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1093,9,Oficio n. 007/2016 - ASJUIZ,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1094,9,Oficio n. 08/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1095,9,OFÍCIO N 10/2016 – PRESI/EJE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1096,9,OF. N. 027/2016/ISE/CSMM,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1097,9,Oficio n 35 / 2016 - PRESIUCRE/COCRE/SCPE,,2016,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
1098,9,Oficio n 39/2016/JE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1099,9,Oficio n. 40/GABJU,,2016,2,ano,Eliminação,4,Bom,Outro,30/05/2022,484647
1100,9,Oficio n. 45/GA13JU,,2016,2,ano,Eliminação,10,Bom,Outro,30/05/2022,484647
1101,9,Oficio. N 048/2016/ PRES/CAU/AC,,2016,2,ano,Eliminação,11,Bom,Outro,30/05/2022,484647
1102,9,OFÍCIO N 52/2016 – PRESI/GAPRES,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1103,9,OFÍCIO N. 61/CE,,2016,2,ano,Eliminação,4,Bom,Outro,30/05/2022,484647
1104,9,OFÍCIO N. 61/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1105,9,OF/037/SGMP-PGJ,,2016,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
1106,9,Oficio n 154/2016/SG/OAB/AC,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1107,9,Oficio n. 169/2016 - 086g ZE/PR,,2016,2,ano,Eliminação,6,Bom,Outro,30/05/2022,484647
1108,9,Oficio n. 210/DATOP/2016,,2016,2,ano,Eliminação,6,Bom,Outro,30/05/2022,484647
1109,9,Oficio n 267 / 2015 - PRESI/GAPRES,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1110,9,Oficio n288/16/IAPEN/GAB,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1111,9,Oficio n 297/DIROP/2016,,2016,2,ano,Eliminação,5,Bom,Outro,30/05/2022,484647
1112,9,Oficio n 348 / 2015 - PRESI/GAPRES,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1113,9,Oficio n 356 / 2015 - PRESI/GAPRES,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1114,9,Oficio n 0474/2016 - IPL 0052/2016-4 SR/OFF/AC,,2016,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
1115,9,Oficio n 745/16 /IAPEN/GAB,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1116,9,OFÍCIO N 917/16/IAPEN/GAB,,2016,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
1117,9,Oficio N. 1000/GAB. SEMSUR,,2016,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1118,9,OFÍCIO N 3123/2015/PFN/AC/GAB,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1119,9,Oficio n 02/ Comissão de Eleição - SINTEST,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1120,9,Oficio N10 /PDT/2016,,2016,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1121,9,OFICIO PSC ESCOLHA DE CANDIDATOS BUJARI,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1122,9,Oficio n 001/2016,,2016,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1123,9,Oficio n 10030/2016-COR/SR/PF/AC,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1124,9,Oficio n. 88/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1125,9,Oficio n. 88/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1126,9,Oficio n. 89/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1127,9,Oficio n. 89/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1128,9,Oficio n. 91/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1129,9,Oficio n. 91/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1130,9,Oficio n. 92/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1131,9,Oficio n. 92/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1132,9,Oficio n. 93/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1133,9,Oficio n. 93/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1134,9,Oficio n. 94/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1135,9,Oficio n. 94/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1136,9,Oficie ri. 96/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1137,9,Oficio n. 97/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1138,9,Oficio n. 98/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1139,9,Oficio n. 99/CE,,2016,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1140,9,Oficio n. 100/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1141,9,Oficio n. 101/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1142,9,Oficio n. 102/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1143,9,Oficio n. 103/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1144,9,Oficio n. 104/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1145,9,Oficio n. 106/CE,,2016,2,ano,Eliminação,5,Bom,Outro,30/05/2022,484647
1146,9,Oficio n. 107/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1147,9,Oficio n. 108/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1148,9,Oficio n. 110/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1149,9,Oficio n. 112/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1150,9,Oficio n. 113/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1151,9,Oficio n. 114/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1152,9,Oficio n. 115/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1153,9,Oficio n. 116/CE,,2016,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1154,9,Oficio n. 117/CE,,2016,2,ano,Eliminação,4,Bom,Outro,30/05/2022,484647
1155,9,OFICIO N. 118/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1156,9,OFICIO N. 119/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1157,9,OFICIO N. 120/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1158,9,Oficio n. 121/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1159,9,OFÍCIO N. 122/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1160,9,OFÍCIO N. 123/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1161,9,Oficio n. 124/CE,,2016,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1162,9,Oficio n. 125/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1163,9,OFÍCIO N. 126/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1164,9,Oficio n. 127/CE,,2016,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1165,9,Oficio n. 130/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1166,9,Oficio n. 131/CE,,2016,2,ano,Eliminação,6,Bom,Outro,30/05/2022,484647
1167,9,Oficio n. 132/JE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1168,9,Oficio n 133/CE,,2016,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1169,9,Oficio n. 134/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1170,9,Oficio n. 135/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1171,9,Oficio n. 136/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1172,9,Oficio n. 127/CE,,2016,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
1173,9,Oficio n 10030/2016-COR/SR/PF/AC,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1174,9,OF/ 9ªZE/N40/2016,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1175,9,OF/GAB/SMDGU.N 324/2016,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1176,9,OFÍCIO CIRCULAR N14/2016 – PRESI/CRE/COCRE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1177,9,OFÍCIO CONVITE N 19/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1178,9,OFÍCIO GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1179,9,OFÍCIO N 01/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1180,9,OFÍCIO N 02/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1181,9,Oficio n. 03/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1182,9,Oficio n. 05/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1183,9,OFÍCIO N. 07/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1184,9,Oficio n. 08/GABJU,,2016,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1185,9,Oficio n. 09/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1186,9,Oficio n. 10/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1187,9,Officio n 0 10 / 2016 - PRESUCRE/COCRE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1188,9,Oficio n. 11/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1189,9,OFÍCIO N 12/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1190,9,OFÍCIO N 13/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1191,9,Oficio n. 14/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1192,9,OF/GABJU N15/2016,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1193,9,OFÍCIO N 16/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1194,9,OFÍCIO N 017/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1195,9,OFÍCIO N 19/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1196,9,OFÍCIO N 19/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1197,9,OFÍCIO N 19/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1198,9,OFÍCIO N 19/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1199,9,OFÍCIO N 19/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
